2022-04-08 00:55:54.008088: I tensorflow/stream_executor/platform/default/dso_loader.cc:53] Successfully opened dynamic library libcudart.so.11.0
2022-04-08 00:55:55.450163: I tensorflow/core/platform/cpu_feature_guard.cc:142] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2022-04-08 00:55:55.451995: I tensorflow/stream_executor/platform/default/dso_loader.cc:53] Successfully opened dynamic library libcuda.so.1
2022-04-08 00:55:55.507730: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:937] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2022-04-08 00:55:55.507986: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1733] Found device 0 with properties: 
pciBusID: 0000:00:1e.0 name: Tesla V100-SXM2-16GB computeCapability: 7.0
coreClock: 1.53GHz coreCount: 80 deviceMemorySize: 15.78GiB deviceMemoryBandwidth: 836.37GiB/s
2022-04-08 00:55:55.508036: I tensorflow/stream_executor/platform/default/dso_loader.cc:53] Successfully opened dynamic library libcudart.so.11.0
2022-04-08 00:55:55.512326: I tensorflow/stream_executor/platform/default/dso_loader.cc:53] Successfully opened dynamic library libcublas.so.11
2022-04-08 00:55:55.512410: I tensorflow/stream_executor/platform/default/dso_loader.cc:53] Successfully opened dynamic library libcublasLt.so.11
2022-04-08 00:55:55.513830: I tensorflow/stream_executor/platform/default/dso_loader.cc:53] Successfully opened dynamic library libcufft.so.10
2022-04-08 00:55:55.514162: I tensorflow/stream_executor/platform/default/dso_loader.cc:53] Successfully opened dynamic library libcurand.so.10
2022-04-08 00:55:55.515431: I tensorflow/stream_executor/platform/default/dso_loader.cc:53] Successfully opened dynamic library libcusolver.so.11
2022-04-08 00:55:55.516436: I tensorflow/stream_executor/platform/default/dso_loader.cc:53] Successfully opened dynamic library libcusparse.so.11
2022-04-08 00:55:55.516665: I tensorflow/stream_executor/platform/default/dso_loader.cc:53] Successfully opened dynamic library libcudnn.so.8
2022-04-08 00:55:55.516828: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:937] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2022-04-08 00:55:55.517082: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:937] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2022-04-08 00:55:55.517248: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1871] Adding visible gpu devices: 0
2022-04-08 00:55:55.517304: I tensorflow/stream_executor/platform/default/dso_loader.cc:53] Successfully opened dynamic library libcudart.so.11.0
2022-04-08 00:55:56.338143: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1258] Device interconnect StreamExecutor with strength 1 edge matrix:
2022-04-08 00:55:56.338218: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1264]      0 
2022-04-08 00:55:56.338235: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1277] 0:   N 
2022-04-08 00:55:56.338473: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:937] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2022-04-08 00:55:56.338739: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:937] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2022-04-08 00:55:56.338965: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:937] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2022-04-08 00:55:56.339142: W tensorflow/core/common_runtime/gpu/gpu_bfc_allocator.cc:39] Overriding allow_growth setting because the TF_FORCE_GPU_ALLOW_GROWTH environment variable is set. Original config value was 0.
2022-04-08 00:55:56.339215: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1418] Created TensorFlow device (/device:GPU:0 with 14646 MB memory) -> physical GPU (device: 0, name: Tesla V100-SXM2-16GB, pci bus id: 0000:00:1e.0, compute capability: 7.0)
2022-04-08 00:55:56.374288: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:937] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2022-04-08 00:55:56.374580: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1733] Found device 0 with properties: 
pciBusID: 0000:00:1e.0 name: Tesla V100-SXM2-16GB computeCapability: 7.0
coreClock: 1.53GHz coreCount: 80 deviceMemorySize: 15.78GiB deviceMemoryBandwidth: 836.37GiB/s
2022-04-08 00:55:56.374687: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:937] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2022-04-08 00:55:56.374897: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:937] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2022-04-08 00:55:56.375053: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1871] Adding visible gpu devices: 0
2022-04-08 00:55:56.427559: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:937] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2022-04-08 00:55:56.427842: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1733] Found device 0 with properties: 
pciBusID: 0000:00:1e.0 name: Tesla V100-SXM2-16GB computeCapability: 7.0
coreClock: 1.53GHz coreCount: 80 deviceMemorySize: 15.78GiB deviceMemoryBandwidth: 836.37GiB/s
2022-04-08 00:55:56.427944: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:937] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2022-04-08 00:55:56.428158: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:937] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2022-04-08 00:55:56.428318: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1871] Adding visible gpu devices: 0
2022-04-08 00:55:56.428379: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1258] Device interconnect StreamExecutor with strength 1 edge matrix:
2022-04-08 00:55:56.428404: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1264]      0 
2022-04-08 00:55:56.428416: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1277] 0:   N 
2022-04-08 00:55:56.428557: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:937] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2022-04-08 00:55:56.428777: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:937] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2022-04-08 00:55:56.428947: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1418] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 14646 MB memory) -> physical GPU (device: 0, name: Tesla V100-SXM2-16GB, pci bus id: 0000:00:1e.0, compute capability: 7.0)
libpng warning: iCCP: Not recognizing known sRGB profile that has been edited
2022-04-08 00:56:13.092062: I tensorflow/stream_executor/platform/default/dso_loader.cc:53] Successfully opened dynamic library libcudnn.so.8
2022-04-08 00:56:13.546535: I tensorflow/stream_executor/cuda/cuda_dnn.cc:359] Loaded cuDNN version 8101
2022-04-08 00:56:14.190353: I tensorflow/stream_executor/platform/default/dso_loader.cc:53] Successfully opened dynamic library libcublas.so.11
2022-04-08 00:56:14.530668: I tensorflow/stream_executor/platform/default/dso_loader.cc:53] Successfully opened dynamic library libcublasLt.so.11
[name: "/device:CPU:0"
device_type: "CPU"
memory_limit: 268435456
locality {
}
incarnation: 234340020511219779
, name: "/device:GPU:0"
device_type: "GPU"
memory_limit: 15358427136
locality {
  bus_id: 1
  links {
  }
}
incarnation: 16970019071627042602
physical_device_desc: "device: 0, name: Tesla V100-SXM2-16GB, pci bus id: 0000:00:1e.0, compute capability: 7.0"
]
GPUs [PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
skipping conv2d_74
skipping conv2d_66
skipping conv2d_58
epoch: 0 step:    2/52, lr:0.000002, giou_loss:  24.18, conf_loss:1904.37, prob_loss:  15.14, total_loss:1943.70
epoch: 0 step:    3/52, lr:0.000003, giou_loss:  13.53, conf_loss:1329.35, prob_loss:   8.74, total_loss:1351.62
epoch: 0 step:    4/52, lr:0.000004, giou_loss:   9.36, conf_loss:1326.10, prob_loss:   5.96, total_loss:1341.41
epoch: 0 step:    5/52, lr:0.000005, giou_loss:  10.23, conf_loss:1321.92, prob_loss:   6.28, total_loss:1338.43
epoch: 0 step:    6/52, lr:0.000006, giou_loss:   6.89, conf_loss:1320.11, prob_loss:   4.54, total_loss:1331.54
epoch: 0 step:    7/52, lr:0.000007, giou_loss:   8.86, conf_loss:1311.94, prob_loss:   5.64, total_loss:1326.43
epoch: 0 step:    8/52, lr:0.000008, giou_loss:  12.34, conf_loss:1305.04, prob_loss:   7.91, total_loss:1325.29
epoch: 0 step:    9/52, lr:0.000009, giou_loss:  14.53, conf_loss:1300.08, prob_loss:   9.43, total_loss:1324.04
epoch: 0 step:   10/52, lr:0.000010, giou_loss:  17.17, conf_loss:1292.79, prob_loss:  10.62, total_loss:1320.58
epoch: 0 step:   11/52, lr:0.000011, giou_loss:  17.32, conf_loss:1277.03, prob_loss:  11.46, total_loss:1305.81
epoch: 0 step:   12/52, lr:0.000012, giou_loss:  13.54, conf_loss:1271.64, prob_loss:   8.29, total_loss:1293.46
epoch: 0 step:   13/52, lr:0.000012, giou_loss:  12.23, conf_loss:1261.86, prob_loss:   7.72, total_loss:1281.82
epoch: 0 step:   14/52, lr:0.000013, giou_loss:  10.91, conf_loss:1250.60, prob_loss:   7.21, total_loss:1268.71
epoch: 0 step:   15/52, lr:0.000014, giou_loss:  10.94, conf_loss:1237.92, prob_loss:   6.48, total_loss:1255.34
epoch: 0 step:   16/52, lr:0.000015, giou_loss:  12.37, conf_loss:1228.59, prob_loss:   7.60, total_loss:1248.56
epoch: 0 step:   17/52, lr:0.000016, giou_loss:  15.36, conf_loss:1218.93, prob_loss:  10.08, total_loss:1244.38
epoch: 0 step:   18/52, lr:0.000017, giou_loss:  18.07, conf_loss:1206.18, prob_loss:  11.78, total_loss:1236.03
epoch: 0 step:   19/52, lr:0.000018, giou_loss:  11.56, conf_loss:1199.24, prob_loss:   7.39, total_loss:1218.18
epoch: 0 step:   20/52, lr:0.000019, giou_loss:   8.98, conf_loss:1183.36, prob_loss:   5.54, total_loss:1197.87
epoch: 0 step:   21/52, lr:0.000020, giou_loss:  14.59, conf_loss:1172.05, prob_loss:   9.09, total_loss:1195.73
epoch: 0 step:   22/52, lr:0.000021, giou_loss:  12.63, conf_loss:1162.92, prob_loss:   8.13, total_loss:1183.68
epoch: 0 step:   23/52, lr:0.000022, giou_loss:   9.70, conf_loss:1150.03, prob_loss:   5.74, total_loss:1165.47
epoch: 0 step:   24/52, lr:0.000023, giou_loss:   6.19, conf_loss:1139.82, prob_loss:   3.64, total_loss:1149.66
epoch: 0 step:   25/52, lr:0.000024, giou_loss:  13.70, conf_loss:1122.54, prob_loss:   8.89, total_loss:1145.13
epoch: 0 step:   26/52, lr:0.000025, giou_loss:  12.25, conf_loss:1108.48, prob_loss:   7.64, total_loss:1128.38
epoch: 0 step:   27/52, lr:0.000026, giou_loss:  12.46, conf_loss:1099.02, prob_loss:   7.43, total_loss:1118.91
epoch: 0 step:   28/52, lr:0.000027, giou_loss:  17.69, conf_loss:1083.04, prob_loss:  11.36, total_loss:1112.09
epoch: 0 step:   29/52, lr:0.000028, giou_loss:  15.21, conf_loss:1072.31, prob_loss:   9.03, total_loss:1096.54
epoch: 0 step:   30/52, lr:0.000029, giou_loss:  10.83, conf_loss:1058.27, prob_loss:   6.55, total_loss:1075.64
epoch: 0 step:   31/52, lr:0.000030, giou_loss:  12.01, conf_loss:1040.59, prob_loss:   7.77, total_loss:1060.37
epoch: 0 step:   32/52, lr:0.000031, giou_loss:   6.35, conf_loss:1029.44, prob_loss:   4.07, total_loss:1039.86
epoch: 0 step:   33/52, lr:0.000032, giou_loss:   8.20, conf_loss:1016.23, prob_loss:   5.23, total_loss:1029.66
epoch: 0 step:   34/52, lr:0.000033, giou_loss:   7.85, conf_loss: 999.07, prob_loss:   4.64, total_loss:1011.56
epoch: 0 step:   35/52, lr:0.000034, giou_loss:  12.62, conf_loss: 981.98, prob_loss:   7.97, total_loss:1002.57
epoch: 0 step:   36/52, lr:0.000035, giou_loss:  10.43, conf_loss: 971.60, prob_loss:   6.35, total_loss: 988.38
epoch: 0 step:   37/52, lr:0.000036, giou_loss:   8.19, conf_loss: 951.97, prob_loss:   5.18, total_loss: 965.34
epoch: 0 step:   38/52, lr:0.000037, giou_loss:  16.99, conf_loss: 936.75, prob_loss:  10.49, total_loss: 964.23
epoch: 0 step:   39/52, lr:0.000038, giou_loss:   8.27, conf_loss: 923.32, prob_loss:   4.68, total_loss: 936.28
epoch: 0 step:   40/52, lr:0.000038, giou_loss:  15.95, conf_loss: 909.77, prob_loss:   9.72, total_loss: 935.45
epoch: 0 step:   41/52, lr:0.000039, giou_loss:  11.50, conf_loss: 892.98, prob_loss:   7.01, total_loss: 911.49
epoch: 0 step:   42/52, lr:0.000040, giou_loss:  16.52, conf_loss: 875.74, prob_loss:  10.71, total_loss: 902.97
epoch: 0 step:   43/52, lr:0.000041, giou_loss:  11.15, conf_loss: 862.10, prob_loss:   7.07, total_loss: 880.33
epoch: 0 step:   44/52, lr:0.000042, giou_loss:  14.84, conf_loss: 847.93, prob_loss:   8.73, total_loss: 871.50
epoch: 0 step:   45/52, lr:0.000043, giou_loss:  11.83, conf_loss: 829.86, prob_loss:   7.21, total_loss: 848.89
epoch: 0 step:   46/52, lr:0.000044, giou_loss:  20.55, conf_loss: 814.47, prob_loss:  11.26, total_loss: 846.28
epoch: 0 step:   47/52, lr:0.000045, giou_loss:  11.74, conf_loss: 800.13, prob_loss:   6.83, total_loss: 818.70
epoch: 0 step:   48/52, lr:0.000046, giou_loss:   8.56, conf_loss: 784.82, prob_loss:   4.94, total_loss: 798.32
epoch: 0 step:   49/52, lr:0.000047, giou_loss:  14.97, conf_loss: 768.27, prob_loss:   8.99, total_loss: 792.23
epoch: 0 step:   50/52, lr:0.000048, giou_loss:  11.66, conf_loss: 754.40, prob_loss:   7.07, total_loss: 773.13
epoch: 0 step:   51/52, lr:0.000049, giou_loss:  10.42, conf_loss: 741.45, prob_loss:   6.39, total_loss: 758.26
epoch: 0 step:    0/52, lr:0.000050, giou_loss:   8.24, conf_loss: 729.22, prob_loss:   4.85, total_loss: 742.31
epoch: 0 step:    1/52, lr:0.000051, giou_loss:  15.80, conf_loss: 709.68, prob_loss:   9.55, total_loss: 735.03


giou_val_loss:    nan, conf_val_loss: 720.36, prob_val_loss:   5.73, total_val_loss:    nan


epoch: 1 step:    2/52, lr:0.000052, giou_loss:   8.93, conf_loss: 695.57, prob_loss:   4.69, total_loss: 709.18
epoch: 1 step:    3/52, lr:0.000053, giou_loss:   7.53, conf_loss: 679.39, prob_loss:   3.95, total_loss: 690.87
epoch: 1 step:    4/52, lr:0.000054, giou_loss:  15.21, conf_loss: 664.71, prob_loss:   9.32, total_loss: 689.24
epoch: 1 step:    5/52, lr:0.000055, giou_loss:  16.24, conf_loss: 657.04, prob_loss:   9.18, total_loss: 682.46
epoch: 1 step:    6/52, lr:0.000056, giou_loss:   7.35, conf_loss: 641.74, prob_loss:   3.87, total_loss: 652.96
epoch: 1 step:    7/52, lr:0.000057, giou_loss:   9.96, conf_loss: 625.04, prob_loss:   5.22, total_loss: 640.23
epoch: 1 step:    8/52, lr:0.000058, giou_loss:   9.18, conf_loss: 616.26, prob_loss:   5.21, total_loss: 630.65
epoch: 1 step:    9/52, lr:0.000059, giou_loss:  11.90, conf_loss: 602.99, prob_loss:   6.83, total_loss: 621.72
epoch: 1 step:   10/52, lr:0.000060, giou_loss:   7.62, conf_loss: 589.11, prob_loss:   3.87, total_loss: 600.61
epoch: 1 step:   11/52, lr:0.000061, giou_loss:   8.62, conf_loss: 577.55, prob_loss:   4.47, total_loss: 590.64
epoch: 1 step:   12/52, lr:0.000062, giou_loss:  15.03, conf_loss: 565.98, prob_loss:   7.42, total_loss: 588.43
epoch: 1 step:   13/52, lr:0.000063, giou_loss:  11.63, conf_loss: 548.16, prob_loss:   6.46, total_loss: 566.26
